D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\center_2021_09_01_14_25_42_656.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\left_2021_09_01_14_25_42_656.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\right_2021_09_01_14_25_42_656.jpg, 0, 0, 0, 7.808507E-05
D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\center_2021_09_01_14_25_42_759.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\left_2021_09_01_14_25_42_759.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\right_2021_09_01_14_25_42_759.jpg, 0, 0, 0, 7.826068E-05
D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\center_2021_09_01_14_25_42_860.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\left_2021_09_01_14_25_42_860.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\right_2021_09_01_14_25_42_860.jpg, 0, 0, 0, 7.799019E-05
D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\center_2021_09_01_14_25_42_964.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\left_2021_09_01_14_25_42_964.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\right_2021_09_01_14_25_42_964.jpg, 0, 0, 0, 7.922164E-05
D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\center_2021_09_01_14_25_43_065.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\left_2021_09_01_14_25_43_065.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\right_2021_09_01_14_25_43_065.jpg, 0, 0, 0, 7.777298E-05
D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\center_2021_09_01_14_25_43_168.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\left_2021_09_01_14_25_43_168.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\right_2021_09_01_14_25_43_168.jpg, 0, 0, 0, 7.850552E-05
D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\center_2021_09_01_14_25_43_270.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\left_2021_09_01_14_25_43_270.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\right_2021_09_01_14_25_43_270.jpg, 0, 0, 0, 7.790601E-05
D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\center_2021_09_01_14_25_43_375.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\left_2021_09_01_14_25_43_375.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\right_2021_09_01_14_25_43_375.jpg, 0, 0, 0, 7.795703E-05
D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\center_2021_09_01_14_25_43_478.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\left_2021_09_01_14_25_43_478.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\right_2021_09_01_14_25_43_478.jpg, 0, 0, 0, 7.936582E-05
D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\center_2021_09_01_14_25_43_579.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\left_2021_09_01_14_25_43_579.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\right_2021_09_01_14_25_43_579.jpg, 0, 0, 0, 7.932006E-05
D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\center_2021_09_01_14_25_43_686.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\left_2021_09_01_14_25_43_686.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\right_2021_09_01_14_25_43_686.jpg, 0, 0, 0, 7.815788E-05
D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\center_2021_09_01_14_25_43_786.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\left_2021_09_01_14_25_43_786.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\right_2021_09_01_14_25_43_786.jpg, 0, 0, 0, 7.808513E-05
D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\center_2021_09_01_14_25_43_892.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\left_2021_09_01_14_25_43_892.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\right_2021_09_01_14_25_43_892.jpg, 0, 0, 0, 7.803609E-05
D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\center_2021_09_01_14_25_43_996.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\left_2021_09_01_14_25_43_996.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\right_2021_09_01_14_25_43_996.jpg, 0, 0, 0, 7.815795E-05
D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\center_2021_09_01_14_25_44_098.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\left_2021_09_01_14_25_44_098.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\right_2021_09_01_14_25_44_098.jpg, 0, 0, 0, 7.917974E-05
D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\center_2021_09_01_14_25_44_201.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\left_2021_09_01_14_25_44_201.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\right_2021_09_01_14_25_44_201.jpg, 0, 0, 0, 7.807511E-05
D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\center_2021_09_01_14_25_44_304.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\left_2021_09_01_14_25_44_304.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\right_2021_09_01_14_25_44_304.jpg, 0, 0, 0, 7.795308E-05
D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\center_2021_09_01_14_25_44_407.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\left_2021_09_01_14_25_44_407.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\right_2021_09_01_14_25_44_407.jpg, 0, 0, 0, 7.775518E-05
D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\center_2021_09_01_14_25_44_509.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\left_2021_09_01_14_25_44_509.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\right_2021_09_01_14_25_44_509.jpg, 0, 0, 0, 7.797869E-05
D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\center_2021_09_01_14_25_44_614.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\left_2021_09_01_14_25_44_614.jpg, D:\Sree Vignesh\Courses\Udemy\Sree account\The Complete Self-Driving Car Course - Applied Deep Learning\Udacity simulator\Data\IMG\right_2021_09_01_14_25_44_614.jpg, 0, 0, 0, 7.889327E-05
